FileName,Year,Month,Day,Region,Village,Informant_gender,Informant_age,Informant_name,Informant_tools_bait,Gender_taking_species,Ocean_location,Tools_bait,Scientific name,Harvest_pressures,Price_kilo,Local name,Time,Notes,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Scarus frenatus,1,2500,Bodoloha bole,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Scarus niger,1,2500,Bodoloha,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Scarus prasiognathus,1,2500,Bodoloha,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Scarus psittacus,1,2500,Bodoloha bole,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Scarus rubroviolaceus,1,2500,Fiambaza,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Scarus russelli,1,2500,Bodoloha fepetse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Scarus scaber,1,2500,Mericain,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Scarus tricolor,1,2500,Bodoloha bole,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chlorurus strongylocephalus,1,2500,Fiambaza,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Scarus caudofasciatus,1,2500,Fiambaza,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Calotomus carolinus,1,2500,Bemiroro,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Hipposcarus harid,1,2500,Bodoloha ,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Scarus ghobban,1,2500,Fiambaza,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L/R,,Chaetodon auriga,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Chaetodon blackburnii,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Chaetodon falcula,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon guttatissimus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon interruptus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon kleinii,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon leucopleura,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon lineolatus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon lunula,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon madagascariensis,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon melannotus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon meyeri,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon trifascialis,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon trifasciatus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Chaetodon vagabundus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chaetodon xanthocephalus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chaetodon zanzibarensis,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Forcipiger flavissimus,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Forcipiger longirostris,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Hemitaurichthys zoster,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Heniochus acuminatus,1,2500,Zile,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Heniochus monoceros,1,2500,Fianakoho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Signanus carallinus,1,2500,Angy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Siganus spinus,1,2500,Bosiry,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Siganus stellatus,1,2500,Keleohinaombe,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Siganus luridus,1,2500,Bosiry,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Siganus sutor,1,2500,Keleohy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Caesio caerulaurea,1,2500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Caesio lunaris,1,2500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Caesio xanthonota,1,2500,Fitse ambonenkara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pterocaesio chrysozona,1,2500,Fitse ambonenkara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pterocaesio marri,1,2500,Fitse lava,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pterocaesio pisang,1,2500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pterocaesio tile,1,2500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus lentjan,1,5000,Fiatsara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus microdon,1,5000,Lavavava,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus obsoletus,1,5000,Fiatsara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus rubrioperculatus,1,5000,Antsisy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus nebulosus,1,5000,Fiatsara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus mahsena,1,5000,Angeleke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus olivaceus,1,5000,Bieneme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lethrinus harak,1,5000,Antsisy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Monotaxis grandoculis,1,5000,Kipela,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Gymnocranius grandoculis,1,5000,Kipela,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Gymnocranius griseus,1,5000,Kipela,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus ehrenbergii,1,5000,Amporama,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus fulviflamma,1,5000,Amporama,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus monostigma,1,5000,Amporama,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus argentimaculatus,1,5000,Varavara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus fulvus,1,5000,Fiatsara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus rivulatus,1,5000,Fiatsara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus sebae,1,5000,Fiatsara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus gibbus,1,5000,Salabaro,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Lutjanus sanguineus,1,5000,Salabaro,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Lutjanus kasmira,1,5000,Arobe,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Lutjanus bohar,1,5000,Ambalamasake,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Macolor niger,1,5000,Fiatsara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Etelis carbunculus,1,5000,Gamoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Etelis coruscans,1,5000,Gamoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pristipomoides filamentosus,1,5000,Gamoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pristipomoides zonatus,1,5000,Gamoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Aprion virescens,1,5000,Amato,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Aethaloperca rogaa,1,5000,Joho,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Cephalopholis argus,1,5000,Fianakanga,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Cephalopholis sonnerati,1,5000,Jiovaky,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Cephalopholis urodeta,1,3000,Malolengo,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Epinephelus chlorostigma,1,3000,Sasake,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D/L,,Epinephelus merra,1,3000,Sasake,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Epinephelus multinotatus,1,3000,Lofisake,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Plectropomus laevis,1,3000,Lofisake,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Plectropomus punctatus,1,3000,Ambatsoy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Epinephelus fuscoguttatus,1,2000,Lovo,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Epinephelus fasciatus,1,2000,Somasa mena ,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Epinephelus caeruleopunctatus,1,2000,Somasa mainte,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Grammistes sexlineatus,1,2000,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Anyperadon leucogrammicus,1,3000,Sasake,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Cephalopholis miniata,1,4000,Jiovaky,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Cephalopholis sexmaculata,1,4000,Jiovaky,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Variola albimarginata,1,4000,Tsaramasy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Variola louti,1,4000,Tsaramasy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Abalistes stellatus,1,4000,Votsandra,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Balistapus undulatus,1,4000,Fizolotsora,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Odonus niger,1,4000,Fania,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Sufflamen bursa,1,4000,Tsontso,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Balistoides conspicillum,1,4000,Fania,,/Betendre,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Melichthys indicus,1,4000,Fania,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Melichthys niger,1,4000,Fania,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Rhinecanthus aculeatus,1,4000,Tsontso,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Balistoides viridescens,1,4000,Votsandra,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Pseudobalistes fuscus,1,4000,Votsandra,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Arothron nigropunctatus,2,,Tabokiba,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Canthigaster amboinensis,1,4000,Tsontso,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Canthigaster bennetti,1,4000,Tabokiba,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Canthigaster petersii,2,,Tabokiba,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Canthigaster smithae,2,,Tabokiba,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Canthigaster solandri,2,,Tabokiba,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Canthigaster valentini,2,4000,Tabokiba,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Arothron hispidus,1,4000,Tabokiba,,,,,,,,,,,,,,,,,,,,,,
